cluster,var_x,var_y,rho,p
0,18a29anos,DistanciaTransportePublico,-0.13683853382331754,0.0
0,18a29anos,EmpresaGrandePorte,0.8994729857743575,0.0
0,18a29anos,EmpresaMedioPorte,0.9338024834513322,0.0
0,18a29anos,EmpresaPequenoPorte,0.8648755678962923,0.0
0,18a29anos,EnsinoMedioCompleto,0.740434733125738,0.0
0,18a29anos,EnsinoSuperiorCompleto,0.8125133403888811,0.0
0,18a29anos,Estrangeira,0.8454515052900466,0.0
0,18a29anos,Feminino,0.9451289617752178,0.0
0,18a29anos,FracaoIdeal,-0.038601370997431515,5.894772999714866e-118
0,18a29anos,Maisde10SalariosMinimos,0.8599609998273593,0.0
0,18a29anos,Maisde2Baldeacoes,0.09592962524705331,0.0
0,18a29anos,Maisde65anos,0.8061529761526325,0.0
0,18a29anos,Masculino,0.9721224956625439,0.0
0,18a29anos,MestradoDoutoradoCompleto,0.48667155127335887,0.0
0,18a29anos,NaoMapeado,0.05407320168783726,1.1528926692137948e-229
0,18a29anos,Numero_Viagens,-0.014440704017637898,5.872959291520616e-18
0,18a29anos,NumerodePavimentos,0.14666067174976968,0.0
0,18a29anos,OrigemMotivoEducacao,-0.14434168587908783,0.0
0,18a29anos,OrigemMotivoOutros,0.013953568746078844,7.20150976843789e-17
0,18a29anos,OrigemMotivoResidencia,0.04258341432673185,3.877315720605558e-143
0,18a29anos,OrigemMotivoTrabalhoComercioServico,-0.06694159162792734,0.0
0,18a29anos,OrigemMotivotrabalhoindustria,-0.12340043179865627,0.0
0,18a29anos,OutrosUsos,-0.09406987404158701,0.0
0,18a29anos,OutrosUsos_pct,-0.09800207559279894,0.0
0,18a29anos,ResidencialAltoPadraoHor,0.07962619446706222,0.0
0,18a29anos,ResidencialAltoPadraoHor_pct,0.07390270828522727,0.0
0,18a29anos,ResidencialAltoPadraoVert,0.0487726484187721,3.4745604077927e-187
0,18a29anos,ResidencialAltoPadraoVert_pct,0.04314991169858094,6.387307678433437e-147
0,18a29anos,ResidencialMedioPadraoHor,0.021003318399962213,3.5068335517304685e-36
0,18a29anos,ResidencialMedioPadraoHor_pct,0.046827358732907866,1.0699250846359406e-172
0,18a29anos,ResidencialMedioPadraoVert,0.11431386724217349,0.0
0,18a29anos,ResidencialMedioPadraoVert_pct,0.11688336952452025,0.0
0,18a29anos,ResidencialPopularHor,-0.13429213551447736,0.0
0,18a29anos,ResidencialPopularHor_pct,-0.12247891003867849,0.0
0,18a29anos,ResidencialPopularVert,0.05069299550272753,4.554604210793556e-202
0,18a29anos,ResidencialPopularVert_pct,0.05559699265644503,1.0881512048242829e-242
0,18a29anos,SemBaldeacao,-0.0066507568103087965,6.98671420329034e-05
0,18a29anos,TO,0.19063187199627551,0.0
0,18a29anos,TempoMediodeViagem,-0.09816429715275518,0.0
0,18a29anos,Terreno,-0.17377618017287097,0.0
0,18a29anos,Terreno_pct,-0.17591941239243228,0.0
0,18a29anos,UsoTotal,-0.014491791731784725,4.4935126285265e-18
0,18a29anos,ValorConstrucaoM2,0.337133293210988,0.0
0,18a29anos,ValorTerrenoM2,0.3618926057946096,0.0
0,18a29anos,concentracaoStartups,0.037455898919824406,3.605504150991799e-111
0,18a29anos,cont_aceleradora,0.0013799916071661603,0.4092920123366821
0,18a29anos,cr_1_pct,0.08804952410522905,0.0
0,18a29anos,cr_2_pct,0.16731694450375667,0.0
0,18a29anos,cr_3_pct,0.029494949428328213,1.2198260722948467e-69
0,18a29anos,cr_4_pct,-0.1553260791976665,0.0
0,18a29anos,cr_5_pct,0.04302801126163211,4.20753232211896e-146
0,18a29anos,densidade_hec,-0.050056594323754096,2.2540379042424156e-196
0,1Baldeacao,2a5SalariosMinimos,0.011769639203838056,1.9547247174032584e-12
0,1Baldeacao,30a39anos,0.029169019497803282,3.772139785763784e-68
0,1Baldeacao,40a49anos,0.02532290576044119,8.328714588484213e-52
0,1Baldeacao,50a64anos,0.03447254448051302,1.8792981926611283e-94
0,1Baldeacao,5a10SalariosMinimos,0.04750362489891009,1.1469555680928629e-177
0,1Baldeacao,AreaConstruida,-0.22053400942509568,0.0
0,1Baldeacao,AreaOcupada,-0.012710283806170333,2.957194086296232e-14
0,1Baldeacao,AreadaQuadra,0.031939831323651635,2.39811629864872e-81
0,1Baldeacao,Ate2SalariosMinimos,-0.026961426943550536,1.730254464240727e-58
0,1Baldeacao,Brasileira,0.03195671739067445,1.9760197210403845e-81
0,1Baldeacao,CA,-0.17254061287250064,0.0
0,1Baldeacao,Caminhada,0.6641142056700501,0.0
0,1Baldeacao,ComercioServicos,-0.040810950250988715,1.2659644854102757e-131
0,1Baldeacao,ComercioServicos_pct,-0.05619089485841251,7.27216894462256e-248
0,1Baldeacao,ConcentracaoAreaVerde,1.038683009759374e-05,0.9950446837196573
0,1Baldeacao,ConcentracaoBOs,0.005534018491356203,0.0009363430687235237
0,1Baldeacao,ConcentracaoIES,0.0042064707138077416,0.011896810375712965
0,1Baldeacao,ConcentracaoPatrimonioHistorico,0.021960448068957864,2.146941882857973e-39
0,1Baldeacao,DeslocamentoBicicleta,0.11511242982727206,0.0
0,1Baldeacao,DeslocamentoCaminhada,0.6485154648953245,0.0
0,1Baldeacao,DeslocamentoTansporteColetivo,0.8554562690927168,0.0
0,1Baldeacao,DeslocamentoVeiculoIndividual,0.4617712653376498,0.0
0,1Baldeacao,DestinoMotivoEducacao,0.6768443078526497,0.0
0,1Baldeacao,DestinoMotivoOutros,0.39484422745071485,0.0
0,1Baldeacao,DestinoMotivoResidencia,0.6710550873414782,0.0
0,1Baldeacao,DestinoMotivoTrabalhoComercioServico,0.5518414486865325,0.0
0,1Baldeacao,DestinoMotivotrabalhoindustria,0.23578377872948136,0.0
0,1Baldeacao,DistanciaAceleradoraIncubadora,0.18059698839960558,0.0
0,1Baldeacao,DistanciaAreasVerdes,-0.02555777514848748,9.732846929451841e-53
0,1Baldeacao,DistanciaPatrimonioHistorico,0.09384596216133999,0.0
0,1Baldeacao,DistanciaStartup,0.18356905022203435,0.0
0,1Baldeacao,DistanciaTransportePublico,0.04508344920200241,6.814495701743058e-160
0,1Baldeacao,EmpresaGrandePorte,0.049522415183270344,6.293150921476906e-193
0,1Baldeacao,EmpresaMedioPorte,0.021520984088183863,6.678648224618465e-38
0,1Baldeacao,EmpresaPequenoPorte,0.002302299603269812,0.16863033165850774
0,1Baldeacao,EnsinoMedioCompleto,0.0950749612082339,0.0
0,1Baldeacao,EnsinoSuperiorCompleto,0.1000940449519287,0.0
0,1Baldeacao,Estrangeira,0.04780192172306364,6.993615443815123e-180
0,1Baldeacao,Feminino,0.025192380842665785,2.7228010556157445e-51
0,1Baldeacao,FracaoIdeal,0.03493847137187843,5.680874521276157e-97
0,1Baldeacao,Maisde10SalariosMinimos,0.05402691264827652,2.8299048195191302e-229
0,1Baldeacao,Maisde2Baldeacoes,0.653001908286352,0.0
0,1Baldeacao,Maisde65anos,0.051789402120244396,7.997722743161268e-211
0,1Baldeacao,Masculino,0.03397282059400591,8.686187114114793e-92
0,1Baldeacao,MestradoDoutoradoCompleto,-0.05482560469297566,4.740288668695547e-236
0,1Baldeacao,NaoMapeado,-0.07070473958745084,0.0
0,1Baldeacao,Numero_Viagens,0.6904371449538074,0.0
0,1Baldeacao,NumerodePavimentos,-0.04566812525287045,2.4119734036524837e-164
0,1Baldeacao,OrigemMotivoEducacao,0.6767278472173757,0.0
0,1Baldeacao,OrigemMotivoOutros,0.5753478361816636,0.0
0,1Baldeacao,OrigemMotivoResidencia,0.7257267223592649,0.0
0,1Baldeacao,OrigemMotivoTrabalhoComercioServico,0.7381877693680408,0.0
0,1Baldeacao,OrigemMotivotrabalhoindustria,0.53102656807584,0.0
0,1Baldeacao,OutrosUsos,-0.08019405785119357,0.0
0,1Baldeacao,OutrosUsos_pct,-0.10454351327130418,0.0
0,1Baldeacao,ResidencialAltoPadraoHor,-0.13813978315350783,0.0
0,1Baldeacao,ResidencialAltoPadraoHor_pct,-0.14763845962665684,0.0
0,1Baldeacao,ResidencialAltoPadraoVert,-0.029371196963105313,4.5078589298371867e-69
0,1Baldeacao,ResidencialAltoPadraoVert_pct,-0.03011281062600843,1.6420141319128982e-72
0,1Baldeacao,ResidencialMedioPadraoHor,-0.01671934057466057,1.5596021302949977e-23
0,1Baldeacao,ResidencialMedioPadraoHor_pct,-0.04644350401762424,6.5841282460518354e-170
0,1Baldeacao,ResidencialMedioPadraoVert,-0.03773932209213918,7.885008180106734e-113
0,1Baldeacao,ResidencialMedioPadraoVert_pct,-0.04335615182861518,2.6035793287762407e-148
0,1Baldeacao,ResidencialPopularHor,0.16251309985183635,0.0
0,1Baldeacao,ResidencialPopularHor_pct,0.18327442779909853,0.0
0,1Baldeacao,ResidencialPopularVert,0.02997403564336712,7.333617821168248e-72
0,1Baldeacao,ResidencialPopularVert_pct,0.017682580366561687,3.9423396048742353e-26
0,1Baldeacao,SemBaldeacao,0.6529168301076996,0.0
0,1Baldeacao,TO,-0.13022540135466587,0.0
0,1Baldeacao,TempoMediodeViagem,0.3474278067250009,0.0
0,1Baldeacao,Terreno,0.0860289716115371,0.0
0,1Baldeacao,Terreno_pct,0.08831494088707163,0.0
0,1Baldeacao,UsoTotal,0.0042563949034504075,0.010926457742145115
0,1Baldeacao,ValorConstrucaoM2,-0.1135547687490265,0.0
0,1Baldeacao,ValorTerrenoM2,-0.208574137246329,0.0
0,1Baldeacao,concentracaoStartups,-0.026920697375954535,2.566035028227442e-58
0,1Baldeacao,cont_aceleradora,-0.0065797263001959325,8.345166694046019e-05
0,1Baldeacao,cr_1_pct,0.02065715205484995,4.701430501082063e-35
0,1Baldeacao,cr_2_pct,-0.08767575208871521,0.0
0,1Baldeacao,cr_3_pct,0.06553989863941603,0.0
0,1Baldeacao,cr_4_pct,0.050132952927882085,1.1449299841857641e-197
0,1Baldeacao,cr_5_pct,0.007835562816808746,2.7969843302828584e-06
0,1Baldeacao,densidade_hec,0.20280538416295293,0.0
0,2a5SalariosMinimos,30a39anos,0.8872886718823025,0.0
0,2a5SalariosMinimos,40a49anos,0.8730994899519829,0.0
0,2a5SalariosMinimos,50a64anos,0.8828977120014504,0.0
0,2a5SalariosMinimos,5a10SalariosMinimos,0.8922034651803282,0.0
0,2a5SalariosMinimos,AreaConstruida,0.3543842266356581,0.0
0,2a5SalariosMinimos,AreaOcupada,-0.052649770902185825,7.957387482903405e-218
0,2a5SalariosMinimos,AreadaQuadra,-0.14943694125082518,0.0
0,2a5SalariosMinimos,Ate2SalariosMinimos,0.8761658113806914,0.0
0,2a5SalariosMinimos,Brasileira,0.9043942864796842,0.0
0,2a5SalariosMinimos,CA,0.3237965253422611,0.0
0,2a5SalariosMinimos,Caminhada,-0.14338090200899795,0.0
0,2a5SalariosMinimos,ComercioServicos,0.05415909754966616,2.173861767063678e-230
0,2a5SalariosMinimos,ComercioServicos_pct,0.07219893761591041,0.0
0,2a5SalariosMinimos,ConcentracaoAreaVerde,-0.027581753012880118,3.97745876288038e-61
0,2a5SalariosMinimos,ConcentracaoBOs,0.0599451404332608,7.411543207252411e-282
0,2a5SalariosMinimos,ConcentracaoIES,0.014034743280364552,4.770406630274498e-17
0,2a5SalariosMinimos,ConcentracaoPatrimonioHistorico,0.02723456758286829,1.212497713179414e-59
0,2a5SalariosMinimos,DeslocamentoBicicleta,0.017149575762772772,1.1235582720961675e-24
0,2a5SalariosMinimos,DeslocamentoCaminhada,-0.22113996560143206,0.0
0,2a5SalariosMinimos,DeslocamentoTansporteColetivo,-0.05289368147995994,7.84544361858397e-220
0,2a5SalariosMinimos,DeslocamentoVeiculoIndividual,-0.03404061892319061,3.798070855139051e-92
0,2a5SalariosMinimos,DestinoMotivoEducacao,-0.15179669890211783,0.0
0,2a5SalariosMinimos,DestinoMotivoOutros,0.16217430145723716,0.0
0,2a5SalariosMinimos,DestinoMotivoResidencia,-0.19595564382448408,0.0
0,2a5SalariosMinimos,DestinoMotivoTrabalhoComercioServico,0.08367361866156978,0.0
0,2a5SalariosMinimos,DestinoMotivotrabalhoindustria,0.05143660151168042,5.505596074838897e-208
0,2a5SalariosMinimos,DistanciaAceleradoraIncubadora,-0.05385789716154855,7.473144760241384e-228
0,2a5SalariosMinimos,DistanciaAreasVerdes,0.0670228398595511,0.0
0,2a5SalariosMinimos,DistanciaPatrimonioHistorico,-0.10344097678771659,0.0
0,2a5SalariosMinimos,DistanciaStartup,-0.36127216979310234,0.0
0,2a5SalariosMinimos,DistanciaTransportePublico,-0.17484609045370023,0.0
0,2a5SalariosMinimos,EmpresaGrandePorte,0.8174586451336939,0.0
0,2a5SalariosMinimos,EmpresaMedioPorte,0.8730653986563083,0.0
0,2a5SalariosMinimos,EmpresaPequenoPorte,0.854150472358575,0.0
0,2a5SalariosMinimos,EnsinoMedioCompleto,0.7207346116022477,0.0
0,2a5SalariosMinimos,EnsinoSuperiorCompleto,0.8143717978938136,0.0
0,2a5SalariosMinimos,Estrangeira,0.7225378797980477,0.0
0,2a5SalariosMinimos,Feminino,0.9015812398270177,0.0
0,2a5SalariosMinimos,FracaoIdeal,-0.05666538649947182,4.868983346894127e-252
0,2a5SalariosMinimos,Maisde10SalariosMinimos,0.6769326930814232,0.0
0,2a5SalariosMinimos,Maisde2Baldeacoes,0.08022008971199376,0.0
0,2a5SalariosMinimos,Maisde65anos,0.7919980922508791,0.0
0,2a5SalariosMinimos,Masculino,0.8901309464331947,0.0
0,2a5SalariosMinimos,MestradoDoutoradoCompleto,0.6514242436472039,0.0
0,2a5SalariosMinimos,NaoMapeado,0.15521809952686305,0.0
0,2a5SalariosMinimos,Numero_Viagens,-0.013127344379628644,4.174176750432549e-15
0,2a5SalariosMinimos,NumerodePavimentos,0.15223029884412828,0.0
0,2a5SalariosMinimos,OrigemMotivoEducacao,-0.20774812549834024,0.0
0,2a5SalariosMinimos,OrigemMotivoOutros,0.010711388941272819,1.505119667551622e-10
0,2a5SalariosMinimos,OrigemMotivoResidencia,-0.028870193609030474,8.484690816434641e-67
0,2a5SalariosMinimos,OrigemMotivoTrabalhoComercioServico,-0.13742777336761192,0.0
0,2a5SalariosMinimos,OrigemMotivotrabalhoindustria,-0.1584256333181662,0.0
0,2a5SalariosMinimos,OutrosUsos,-0.10412848098632878,0.0
0,2a5SalariosMinimos,OutrosUsos_pct,-0.10390962709769065,0.0
0,2a5SalariosMinimos,ResidencialAltoPadraoHor,0.064227631923448,0.0
0,2a5SalariosMinimos,ResidencialAltoPadraoHor_pct,0.062425653082162115,1.578539866754565e-305
0,2a5SalariosMinimos,ResidencialAltoPadraoVert,0.0479417279277364,6.336697450204736e-181
0,2a5SalariosMinimos,ResidencialAltoPadraoVert_pct,0.04271813802147909,4.935671372202154e-144
0,2a5SalariosMinimos,ResidencialMedioPadraoHor,0.014215037187734342,1.8952366358533475e-17
0,2a5SalariosMinimos,ResidencialMedioPadraoHor_pct,0.06614481891663566,0.0
0,2a5SalariosMinimos,ResidencialMedioPadraoVert,0.11592411811405663,0.0
0,2a5SalariosMinimos,ResidencialMedioPadraoVert_pct,0.11784827099655962,0.0
0,2a5SalariosMinimos,ResidencialPopularHor,-0.14822937676417228,0.0
0,2a5SalariosMinimos,ResidencialPopularHor_pct,-0.1279802632685529,0.0
0,2a5SalariosMinimos,ResidencialPopularVert,0.06502637343714966,0.0
0,2a5SalariosMinimos,ResidencialPopularVert_pct,0.06539797590245451,0.0
0,2a5SalariosMinimos,SemBaldeacao,-0.08844173613919683,0.0
0,2a5SalariosMinimos,TO,0.2302130695579765,0.0
0,2a5SalariosMinimos,TempoMediodeViagem,-0.2656674115497949,0.0
0,2a5SalariosMinimos,Terreno,-0.21422044160884715,0.0
0,2a5SalariosMinimos,Terreno_pct,-0.20780242621220144,0.0
0,2a5SalariosMinimos,UsoTotal,-0.035453041420382615,8.561768830599408e-100
0,2a5SalariosMinimos,ValorConstrucaoM2,0.5279777414574125,0.0
0,2a5SalariosMinimos,ValorTerrenoM2,0.5517964062473126,0.0
0,2a5SalariosMinimos,concentracaoStartups,0.04905064403384889,2.643234546594369e-189
0,2a5SalariosMinimos,cont_aceleradora,-0.0012650036150881735,0.4494182791378373
0,2a5SalariosMinimos,cr_1_pct,0.07177927605948753,0.0
0,2a5SalariosMinimos,cr_2_pct,0.23574342265982423,0.0
0,2a5SalariosMinimos,cr_3_pct,-0.02154699260804087,5.460969349252403e-38
0,2a5SalariosMinimos,cr_4_pct,-0.18535721399506533,0.0
0,2a5SalariosMinimos,cr_5_pct,0.055374182658968214,9.216936376710981e-241
0,2a5SalariosMinimos,densidade_hec,-0.035294063801739335,1.4330830923837295e-98
0,30a39anos,40a49anos,0.9746206990470532,0.0
0,30a39anos,50a64anos,0.9522484121880317,0.0
0,30a39anos,5a10SalariosMinimos,0.9602506808020821,0.0
0,30a39anos,AreaConstruida,0.2507432996452947,0.0
0,30a39anos,AreaOcupada,0.009530974217844334,1.2051609534131294e-08
0,30a39anos,AreadaQuadra,-0.06497749888323391,0.0
0,30a39anos,Ate2SalariosMinimos,0.6898300901864998,0.0
0,30a39anos,Brasileira,0.9932139314406376,0.0
0,30a39anos,CA,0.193011434263416,0.0
0,30a39anos,Caminhada,-0.10701178052641,0.0
0,30a39anos,ComercioServicos,0.07635514583970542,0.0
0,30a39anos,ComercioServicos_pct,0.0847442831046329,0.0
0,30a39anos,ConcentracaoAreaVerde,-0.0202820020782596,7.461659085291942e-34
0,30a39anos,ConcentracaoBOs,0.048219044467382476,5.300036230608196e-183
0,30a39anos,ConcentracaoIES,0.02068101881967628,3.935624194859817e-35
0,30a39anos,ConcentracaoPatrimonioHistorico,0.05079576371671352,7.010750602931926e-203
0,30a39anos,DeslocamentoBicicleta,0.05980992211680322,1.356936769243273e-280
0,30a39anos,DeslocamentoCaminhada,-0.14767011830011947,0.0
0,30a39anos,DeslocamentoTansporteColetivo,-0.006773207880704078,5.12269312136965e-05
0,30a39anos,DeslocamentoVeiculoIndividual,0.03244400572086741,7.086108682409857e-84
0,30a39anos,DestinoMotivoEducacao,-0.08713479964003709,0.0
0,30a39anos,DestinoMotivoOutros,0.13481055627328745,0.0
0,30a39anos,DestinoMotivoResidencia,-0.14015865868075175,0.0
0,30a39anos,DestinoMotivoTrabalhoComercioServico,0.14066002512418552,0.0
0,30a39anos,DestinoMotivotrabalhoindustria,0.046999486125589233,5.9044746357269685e-174
0,30a39anos,DistanciaAceleradoraIncubadora,-0.03685399505460594,1.100217704218755e-107
0,30a39anos,DistanciaAreasVerdes,0.07003638629301483,0.0
0,30a39anos,DistanciaPatrimonioHistorico,-0.1628034835838599,0.0
0,30a39anos,DistanciaStartup,-0.24582137353401845,0.0
0,30a39anos,DistanciaTransportePublico,-0.13063769994632363,0.0
0,30a39anos,EmpresaGrandePorte,0.9353697684809339,0.0
0,30a39anos,EmpresaMedioPorte,0.9405360550509537,0.0
0,30a39anos,EmpresaPequenoPorte,0.8501968045715365,0.0
0,30a39anos,EnsinoMedioCompleto,0.7345043044924991,0.0
0,30a39anos,EnsinoSuperiorCompleto,0.802757445950853,0.0
0,30a39anos,Estrangeira,0.8889989457597715,0.0
0,30a39anos,Feminino,0.9775886995341172,0.0
0,30a39anos,FracaoIdeal,-0.0416835104310046,3.1294688555764696e-137
0,30a39anos,Maisde10SalariosMinimos,0.9046379445710431,0.0
0,30a39anos,Maisde2Baldeacoes,0.07763998777823572,0.0
0,30a39anos,Maisde65anos,0.8459983895817533,0.0
0,30a39anos,Masculino,0.9878664787789478,0.0
0,30a39anos,MestradoDoutoradoCompleto,0.4828692375438311,0.0
0,30a39anos,NaoMapeado,0.06717528862805174,0.0
0,30a39anos,Numero_Viagens,-0.011708461985473756,2.5397414353040013e-12
0,30a39anos,NumerodePavimentos,0.14392275509103242,0.0
0,30a39anos,OrigemMotivoEducacao,-0.15349192309456997,0.0
0,30a39anos,OrigemMotivoOutros,0.019572615155296787,1.2130537119249174e-31
0,30a39anos,OrigemMotivoResidencia,0.03757371848915019,7.385006140992919e-112
0,30a39anos,OrigemMotivoTrabalhoComercioServico,-0.07677912390358671,0.0
0,30a39anos,OrigemMotivotrabalhoindustria,-0.13221596667118826,0.0
0,30a39anos,OutrosUsos,-0.09072619132046246,0.0
0,30a39anos,OutrosUsos_pct,-0.09557853529218953,0.0
0,30a39anos,ResidencialAltoPadraoHor,0.08072469148638058,0.0
0,30a39anos,ResidencialAltoPadraoHor_pct,0.07474936413745568,0.0
0,30a39anos,ResidencialAltoPadraoVert,0.05238902277468409,1.0842279297806064e-215
0,30a39anos,ResidencialAltoPadraoVert_pct,0.046420485859820455,9.660969353446968e-170
0,30a39anos,ResidencialMedioPadraoHor,0.010621070716371145,2.141329985962923e-10
0,30a39anos,ResidencialMedioPadraoHor_pct,0.03214591934364756,2.2422813791039603e-82
0,30a39anos,ResidencialMedioPadraoVert,0.11990962334153035,0.0
0,30a39anos,ResidencialMedioPadraoVert_pct,0.12191909005909525,0.0
0,30a39anos,ResidencialPopularHor,-0.1341101098223851,0.0
0,30a39anos,ResidencialPopularHor_pct,-0.12296658786560176,0.0
0,30a39anos,ResidencialPopularVert,0.04872331268226717,8.234828281326692e-187
0,30a39anos,ResidencialPopularVert_pct,0.0519482369051101,4.1589772579709245e-212
0,30a39anos,SemBaldeacao,-0.010023160096984743,2.0561383852375407e-09
0,30a39anos,TO,0.17625730731216188,0.0
0,30a39anos,TempoMediodeViagem,-0.0784225501653317,0.0
0,30a39anos,Terreno,-0.1649706816307244,0.0
0,30a39anos,Terreno_pct,-0.16828274449088335,0.0
0,30a39anos,UsoTotal,-0.01268864790900189,3.267875778568985e-14
0,30a39anos,ValorConstrucaoM2,0.29322744428141384,0.0
0,30a39anos,ValorTerrenoM2,0.33203479247915363,0.0
0,30a39anos,concentracaoStartups,0.04075990386218582,2.6715649085681755e-131
0,30a39anos,cont_aceleradora,0.003505901261732945,0.036056158983384136
0,30a39anos,cr_1_pct,0.09047097730137087,0.0
0,30a39anos,cr_2_pct,0.16236463111734678,0.0
0,30a39anos,cr_3_pct,0.014618436108956275,2.3050203117063045e-18
0,30a39anos,cr_4_pct,-0.14578970245654024,0.0
0,30a39anos,cr_5_pct,0.040541615090293213,6.44958027822679e-130
0,30a39anos,densidade_hec,-0.05376281658276639,2.9944583910174312e-226
0,40a49anos,50a64anos,0.969713356029586,0.0
0,40a49anos,5a10SalariosMinimos,0.9384127799044343,0.0
0,40a49anos,AreaConstruida,0.25332524596417316,0.0
0,40a49anos,AreaOcupada,0.02124793102406755,5.4603160011464445e-37
0,40a49anos,AreadaQuadra,-0.05634180598726702,3.4505144246521544e-249
0,40a49anos,Ate2SalariosMinimos,0.6813664740503396,0.0
0,40a49anos,Brasileira,0.9825995289766396,0.0
0,40a49anos,CA,0.18886921228154518,0.0
0,40a49anos,Caminhada,-0.11767842819777061,0.0
0,40a49anos,ComercioServicos,0.0829866973845222,0.0
0,40a49anos,ComercioServicos_pct,0.0900461617311496,0.0
0,40a49anos,ConcentracaoAreaVerde,-0.019864763761942957,1.523036888077052e-32
0,40a49anos,ConcentracaoBOs,0.04964328295841385,7.3280989754805e-194
0,40a49anos,ConcentracaoIES,0.02071951874400962,2.9540606075402503e-35
0,40a49anos,ConcentracaoPatrimonioHistorico,0.05712125881577742,4.403462224341699e-256
0,40a49anos,DeslocamentoBicicleta,0.05524632803746166,1.1649516045525724e-239
0,40a49anos,DeslocamentoCaminhada,-0.15888647093204342,0.0
0,40a49anos,DeslocamentoTansporteColetivo,-0.01770089379990289,3.507434342613418e-26
0,40a49anos,DeslocamentoVeiculoIndividual,0.02882659533367663,1.3327227267160594e-66
0,40a49anos,DestinoMotivoEducacao,-0.10137248896079942,0.0
0,40a49anos,DestinoMotivoOutros,0.13179002332447204,0.0
0,40a49anos,DestinoMotivoResidencia,-0.1513774148121243,0.0
0,40a49anos,DestinoMotivoTrabalhoComercioServico,0.13215964514776396,0.0
0,40a49anos,DestinoMotivotrabalhoindustria,0.04157253457437245,1.6412349762826506e-136
0,40a49anos,DistanciaAceleradoraIncubadora,-0.05038969925204399,1.1164280952776848e-199
0,40a49anos,DistanciaAreasVerdes,0.07504347681945985,0.0
0,40a49anos,DistanciaPatrimonioHistorico,-0.1687134428553377,0.0
0,40a49anos,DistanciaStartup,-0.23614472373988707,0.0
0,40a49anos,DistanciaTransportePublico,-0.13533972905494293,0.0
0,40a49anos,EmpresaGrandePorte,0.9343635912315068,0.0
0,40a49anos,EmpresaMedioPorte,0.9282640624703382,0.0
0,40a49anos,EmpresaPequenoPorte,0.8259583729598762,0.0
0,40a49anos,EnsinoMedioCompleto,0.7261966154010611,0.0
0,40a49anos,EnsinoSuperiorCompleto,0.7942329978633871,0.0
0,40a49anos,Estrangeira,0.8915396118128023,0.0
0,40a49anos,Feminino,0.9720412478367795,0.0
0,40a49anos,FracaoIdeal,-0.04020249752444697,8.751034474452576e-128
0,40a49anos,Maisde10SalariosMinimos,0.8998229762660765,0.0
0,40a49anos,Maisde2Baldeacoes,0.059972454206924014,4.1163100613124175e-282
0,40a49anos,Maisde65anos,0.859656131875302,0.0
0,40a49anos,Masculino,0.9737883874879972,0.0
0,40a49anos,MestradoDoutoradoCompleto,0.4522988902279947,0.0
0,40a49anos,NaoMapeado,0.0630708352091069,0.0
0,40a49anos,Numero_Viagens,-0.034073618814484306,2.5376794694776446e-92
0,40a49anos,NumerodePavimentos,0.1423505073364571,0.0
0,40a49anos,OrigemMotivoEducacao,-0.16204559678922653,0.0
